product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00251,Açaí — BRS Pará — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Heritage; Premium,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,205
PROD-BR-00252,Açaí — BRS Pará — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,206
PROD-BR-00255,Açaí-solteiro — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,207
PROD-BR-00256,Açaí-solteiro — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,208
PROD-BR-00257,Açaí-solteiro — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Heritage; Premium; Fresh market,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,209
PROD-BR-00258,Açaí-solteiro — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Heritage; Premium,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,210
PROD-BR-00259,Açaí-solteiro — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,211
PROD-BR-00260,Açaí-solteiro — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Heritage; Premium,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,212
PROD-BR-00261,Açaí-solteiro — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Heritage; Premium; Beverage,Açaí-solteiro,,Açaí-solteiro,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,213
PROD-BR-00264,Babassu — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Heritage; Premium,Babassu,,Babassu,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,214
PROD-BR-00265,Babassu — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Babassu,,Babassu,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,215
PROD-BR-00266,Babassu — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Babassu,,Babassu,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,216
PROD-BR-00267,Babassu — Flour / Powder,Ingredient / Pantry,,Flour / Powder,Heritage,Babassu,,Babassu,,Heritage,Direct,,Concept,Evidence Basis: Flour / powder / ingredient cue | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / bulk ingredient | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,217
PROD-BR-00268,Babassu — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Babassu,,Babassu,,Heritage; Fresh market,Inferred,,Concept,Evidence Basis: Fruit part/use suggests fresh produce | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,218
PROD-BR-00269,Babassu — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Babassu,,Babassu,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,219
PROD-BR-00270,Babassu — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Babassu,,Babassu,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,220
PROD-BR-00271,Babassu — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Babassu,,Babassu,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,221
PROD-BR-00272,Babassu — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Heritage; Premium,Babassu,,Babassu,,Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Multipurpose palm with strong social and extractive value chains.,Products,222
PROD-BR-00273,Bacaba — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Bacaba,,Bacaba,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,223
PROD-BR-00274,Bacaba — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Bacaba,,Bacaba,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,224
PROD-BR-00275,Bacaba — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Bacaba,,Bacaba,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,225
PROD-BR-00276,Bacaba — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Bacaba,,Bacaba,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,226
PROD-BR-00277,Bacaba — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Bacaba,,Bacaba,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,227
PROD-BR-00278,Bacaba — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Bacaba,,Bacaba,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,228
PROD-BR-00279,Bacaba — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Bacaba,,Bacaba,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,229
PROD-BR-00282,Bacuri — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Bacuri,,Bacuri,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,230
PROD-BR-00283,Bacuri — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Bacuri,,Bacuri,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,231
PROD-BR-00284,Bacuri — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Premium; Fresh market,Bacuri,,Bacuri,,Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,232
PROD-BR-00285,Bacuri — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage; Premium,Bacuri,,Bacuri,,Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,233
PROD-BR-00286,Bacuri — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Bacuri,,Bacuri,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,234
PROD-BR-00287,Bacuri — Jam / Preserve,Pantry,,Jam / Preserve,Heritage; Premium,Bacuri,,Bacuri,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,235
PROD-BR-00288,Bacuri — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Premium; Beverage,Bacuri,,Bacuri,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,236
PROD-BR-00291,Banana — BRS Garantida — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Banana — BRS Garantida,,Banana — BRS Garantida,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.embrapa.br/en/cultivar/banana | Notes: Embrapa Prata-group disease-resistant cultivar.,Products,237
